3409 3409      #   type=2000 audit(0.0:1): initialized
3409 3409  auditd type=2000 audit(0.0:1): initialized 
1408 1408  ndroid.systemui type=1400 audit(0.0:39): avc: denied { read } for name="real_type" dev="sysfs" ino=33102 scontext=u:r:platform_app:s0:c512,c768 tcontext=u:object_r:sysfs_usb_supply:s0 tclass=file permissive=0 
1905 1905          type=1400 audit(0.0:40): avc: denied { getattr } for comm="ps" path="/proc/1" dev="proc" ino=12464 scontext=u:r:platform_app:s0:c512,c768 tcontext=u:r:init:s0 tclass=dir permissive=0
1905 1905  ps type=1400 audit(0.0:40): avc: denied { getattr } for path="/proc/1" dev="proc" ino=12464 scontext=u:r:platform_app:s0:c512,c768 tcontext=u:r:init:s0 tclass=dir permissive=0 
1905 1905          type=1400 audit(0.0:40): avc: denied { getattr } for comm="ps" path="/proc/1" dev="proc" ino=12464 scontext=u:r:platform_app:s0:c512,c768 tcontext=u:r:init:s0 tclass=dir permissive=0
1905 1905          type=1400 audit(0.0:41): avc: denied { getattr } for comm="ps" path="/proc/2" dev="proc" ino=23615 scontext=u:r:platform_app:s0:c512,c768 tcontext=u:r:kernel:s0 tclass=dir permissive=0
1905 1905  ps type=1400 audit(0.0:40): avc: denied { getattr } for path="/proc/1" dev="proc" ino=12464 scontext=u:r:platform_app:s0:c512,c768 tcontext=u:r:init:s0 tclass=dir permissive=0 
1905 1905  ps type=1400 audit(0.0:41): avc: denied { getattr } for path="/proc/2" dev="proc" ino=23615 scontext=u:r:platform_app:s0:c512,c768 tcontext=u:r:kernel:s0 tclass=dir permissive=0d
1905 1905          type=1400 audit(0.0:41): avc: denied { getattr } for comm="ps" path="/proc/2" dev="proc" ino=23615 scontext=u:r:platform_app:s0:c512,c768 tcontext=u:r:kernel:s0 tclass=dir permissive=0
1905 1905          type=1400 audit(0.0:42): avc: denied { getattr } for comm="ps" path="/proc/3" dev="proc" ino=23616 scontext=u:r:platform_app:s0:c512,c768 tcontext=u:r:kernel:s0 tclass=dir permissive=0
1905 1905  ps type=1400 audit(0.0:41): avc: denied { getattr } for path="/proc/2" dev="proc" ino=23615 scontext=u:r:platform_app:s0:c512,c768 tcontext=u:r:kernel:s0 tclass=dir permissive=0d
1905 1905  ps type=1400 audit(0.0:42): avc: denied { getattr } for path="/proc/3" dev="proc" ino=23616 scontext=u:r:platform_app:s0:c512,c768 tcontext=u:r:kernel:s0 tclass=dir permissive=0d
1905 1905          type=1400 audit(0.0:42): avc: denied { getattr } for comm="ps" path="/proc/3" dev="proc" ino=23616 scontext=u:r:platform_app:s0:c512,c768 tcontext=u:r:kernel:s0 tclass=dir permissive=0
1905 1905          type=1400 audit(0.0:43): avc: denied { getattr } for comm="ps" path="/proc/4" dev="proc" ino=23617 scontext=u:r:platform_app:s0:c512,c768 tcontext=u:r:kernel:s0 tclass=dir permissive=0
1905 1905  ps type=1400 audit(0.0:42): avc: denied { getattr } for path="/proc/3" dev="proc" ino=23616 scontext=u:r:platform_app:s0:c512,c768 tcontext=u:r:kernel:s0 tclass=dir permissive=0d
1905 1905  ps type=1400 audit(0.0:43): avc: denied { getattr } for path="/proc/4" dev="proc" ino=23617 scontext=u:r:platform_app:s0:c512,c768 tcontext=u:r:kernel:s0 tclass=dir permissive=0d
1905 1905          type=1400 audit(0.0:43): avc: denied { getattr } for comm="ps" path="/proc/4" dev="proc" ino=23617 scontext=u:r:platform_app:s0:c512,c768 tcontext=u:r:kernel:s0 tclass=dir permissive=0
1905 1905          type=1400 audit(0.0:44): avc: denied { getattr } for comm="ps" path="/proc/5" dev="proc" ino=23618 scontext=u:r:platform_app:s0:c512,c768 tcontext=u:r:kernel:s0 tclass=dir permissive=0
1905 1905  ps type=1400 audit(0.0:43): avc: denied { getattr } for path="/proc/4" dev="proc" ino=23617 scontext=u:r:platform_app:s0:c512,c768 tcontext=u:r:kernel:s0 tclass=dir permissive=0d
1905 1905  ps type=1400 audit(0.0:44): avc: denied { getattr } for path="/proc/5" dev="proc" ino=23618 scontext=u:r:platform_app:s0:c512,c768 tcontext=u:r:kernel:s0 tclass=dir permissive=0d
1905 1905          type=1400 audit(0.0:44): avc: denied { getattr } for comm="ps" path="/proc/5" dev="proc" ino=23618 scontext=u:r:platform_app:s0:c512,c768 tcontext=u:r:kernel:s0 tclass=dir permissive=0
1905 1905          type=1400 audit(0.0:45): avc: denied { getattr } for comm="ps" path="/proc/6" dev="proc" ino=23619 scontext=u:r:platform_app:s0:c512,c768 tcontext=u:r:kernel:s0 tclass=dir permissive=0
1905 1905  ps type=1400 audit(0.0:44): avc: denied { getattr } for path="/proc/5" dev="proc" ino=23618 scontext=u:r:platform_app:s0:c512,c768 tcontext=u:r:kernel:s0 tclass=dir permissive=0d
1905 1905  ps type=1400 audit(0.0:45): avc: denied { getattr } for path="/proc/6" dev="proc" ino=23619 scontext=u:r:platform_app:s0:c512,c768 tcontext=u:r:kernel:s0 tclass=dir permissive=0d
1905 1905          type=1400 audit(0.0:45): avc: denied { getattr } for comm="ps" path="/proc/6" dev="proc" ino=23619 scontext=u:r:platform_app:s0:c512,c768 tcontext=u:r:kernel:s0 tclass=dir permissive=0
1905 1905          type=1400 audit(0.0:46): avc: denied { getattr } for comm="ps" path="/proc/7" dev="proc" ino=23620 scontext=u:r:platform_app:s0:c512,c768 tcontext=u:r:kernel:s0 tclass=dir permissive=0
1905 1905  ps type=1400 audit(0.0:45): avc: denied { getattr } for path="/proc/6" dev="proc" ino=23619 scontext=u:r:platform_app:s0:c512,c768 tcontext=u:r:kernel:s0 tclass=dir permissive=0d
1905 1905  ps type=1400 audit(0.0:46): avc: denied { getattr } for path="/proc/7" dev="proc" ino=23620 scontext=u:r:platform_app:s0:c512,c768 tcontext=u:r:kernel:s0 tclass=dir permissive=0d
1905 1905          type=1400 audit(0.0:46): avc: denied { getattr } for comm="ps" path="/proc/7" dev="proc" ino=23620 scontext=u:r:platform_app:s0:c512,c768 tcontext=u:r:kernel:s0 tclass=dir permissive=0
1905 1905  ps type=1400 audit(0.0:46): avc: denied { getattr } for path="/proc/7" dev="proc" ino=23620 scontext=u:r:platform_app:s0:c512,c768 tcontext=u:r:kernel:s0 tclass=dir permissive=0d
0 0  audit audit_lost=4 audit_rate_limit=5 audit_backlog_limit=64 
0 0  audit rate limit exceeded 
0 0  init processing action (persist.sys.wificapsensorfarAP2P4G=1) from (/vendor/etc/init/hw/init.qcom.rc:1446) 
0 0  init starting service 'wificapfar_ap_2p4g'... 
0 0  init processing action (persist.sys.wificapsensorfarAP5G=1) from (/vendor/etc/init/hw/init.qcom.rc:1454) 
0 0  init starting service 'wificapfar_ap_5G'... 
0 0  init processing action (persist.sys.wificapsensorfarAP2P4G=1) from (/vendor/etc/init/hw/init.qcom.rc:1446) 
0 0  init processing action (persist.sys.wificapsensorfarAP5G=1) from (/vendor/etc/init/hw/init.qcom.rc:1454) 
1408 1408          type=1400 audit(0.0:484): avc: denied { read } for comm="ndroid.systemui" name="real_type" dev="sysfs" ino=33102 scontext=u:r:platform_app:s0:c512,c768 tcontext=u:object_r:sysfs_usb_supply:s0 tclass=file permissive=0
1408 1408  ndroid.systemui type=1400 audit(0.0:484): avc: denied { read } for name="real_type" dev="sysfs" ino=33102 scontext=u:r:platform_app:s0:c512,c768 tcontext=u:object_r:sysfs_usb_supply:s0 tclass=file permissive=0d
1408 1408          type=1400 audit(0.0:484): avc: denied { read } for comm="ndroid.systemui" name="real_type" dev="sysfs" ino=33102 scontext=u:r:platform_app:s0:c512,c768 tcontext=u:object_r:sysfs_usb_supply:s0 tclass=file permissive=0
1408 1408  ndroid.systemui type=1400 audit(0.0:484): avc: denied { read } for name="real_type" dev="sysfs" ino=33102 scontext=u:r:platform_app:s0:c512,c768 tcontext=u:object_r:sysfs_usb_supply:s0 tclass=file permissive=0d
0 0   arb_monitor_work start 
0 0   arb_monitor_work | ibus_current = 500865 uA 
0 0   arb_monitor_work | vbus_voltage = 4872656 uA 
0 0  init Service 'wificapfar_ap_2p4g' (pid 1926) exited with status 0 
0 0  init Service 'wificapfar_ap_5G' (pid 1928) exited with status 0 
0 0  mdss_dsi_fifo_status status=55551000 
0 0  init Service 'bootanim' (pid 858) exited with status 0 
0 0   mike_zhu .mdss_dsi_panel_bklt_dcs ID0_status= 0,ID1_status= 0 
0 0  init processing action (sys.boot_completed=1) from (/init.rc:735) 
0 0  init processing action (sys.boot_completed=1) from (/vendor/etc/init/hw/init.qcom.rc:524) 
0 0   Boot completed 
0 0  init processing action (sys.boot_completed=1) from (/vendor/etc/init/hw/init.qcom.rc:990) 
0 0  init starting service 'qcom-post-boot'... 
0 0  init starting service 'qti-testscripts'... 
0 0  init processing action (sys.boot_completed=1) from (/vendor/etc/init/hw/init.qcom.rc:1377) 
0 0  init Command 'start ftmd_bt' action=sys.boot_completed=1 (/vendor/etc/init/hw/init.qcom.rc:1378) took 1ms and failed: Could not start service: File /vendor/bin/ftmdaemon(labeled "u:object_r:vendor_file:s0") has incorrect label or no domain transition from u:r:init:s0 to another SELinux domain defined. Have you configured your service correctly? https://source.android.com/security/selinux/device-policy#label_new_services_and_address_denials 
0 0  init starting service 'ptt_wlan'... 
0 0  init processing action (sys.boot_completed=1) from (/vendor/etc/init/hw/init.qcom.rc:1509) 
1949 1949          type=1400 audit(0.0:485): avc: denied { dac_override } for comm="ptt_socket_app" capability=1 scontext=u:r:wcnss_service:s0 tcontext=u:r:wcnss_service:s0 tclass=capability permissive=0
1949 1949  ptt_socket_app type=1400 audit(0.0:485): avc: denied { dac_override } for capability=1 scontext=u:r:wcnss_service:s0 tcontext=u:r:wcnss_service:s0 tclass=capability permissive=0d
1949 1949          type=1400 audit(0.0:485): avc: denied { dac_override } for comm="ptt_socket_app" capability=1 scontext=u:r:wcnss_service:s0 tcontext=u:r:wcnss_service:s0 tclass=capability permissive=0
1949 1949  ptt_socket_app type=1400 audit(0.0:485): avc: denied { dac_override } for capability=1 scontext=u:r:wcnss_service:s0 tcontext=u:r:wcnss_service:s0 tclass=capability permissive=0d
0 0  init Sending signal 9 to service 'cameraserver' (pid 675) process group... 
0 0  libprocessgroup Successfully killed process cgroup uid 1047 pid 675 in 11ms 
0 0  init Service 'cameraserver' (pid 675) received signal 9 
0 0  init Service 'qti-testscripts' (pid 1948) exited with status 127 
0 0  init Service 'ptt_wlan' (pid 1949) exited with status 1 
0 0  init processing action (sys.boot_completed=1) from (/vendor/etc/init/hw/init.target.rc:117) 
0 0  init starting service 'cameraserver'... 
0 0  init processing action (sys.boot_completed=1 && sys.logbootcomplete=1) from (/system/etc/init/bootstat.rc:70) 
0 0  init starting service 'exec 8 (/system/bin/bootstat --set_system_boot_reason --record_boot_complete --record_boot_reason --record_time_since_factory_reset -l)'... 
0 0  init processing action (sys.boot_completed=1 && sys.wifitracing.started=0) from (/system/etc/init/wifi-events.rc:20) 
1947 1947          type=1400 audit(0.0:486): avc: denied { read } for comm="init.qcom.post_" name="/" dev="dm-0" ino=2 scontext=u:r:qti_init_shell:s0 tcontext=u:object_r:rootfs:s0 tclass=dir permissive=0
1947 1947  init.qcom.post_ type=1400 audit(0.0:486): avc: denied { read } for name="/" dev="dm-0" ino=2 scontext=u:r:qti_init_shell:s0 tcontext=u:object_r:rootfs:s0 tclass=dir permissive=0d
1947 1947          type=1400 audit(0.0:489): avc: denied { read } for comm="init.qcom.post_" name="/" dev="dm-0" ino=2 scontext=u:r:qti_init_shell:s0 tcontext=u:object_r:rootfs:s0 tclass=dir permissive=0 duplicate messages suppressed
1947 1947  init.qcom.post_ type=1400 audit(0.0:489): avc: denied { read } for name="/" dev="dm-0" ino=2 scontext=u:r:qti_init_shell:s0 tcontext=u:object_r:rootfs:s0 tclass=dir permissive=0 duplicate messages suppressed 
0 0   mike_zhu .mdss_dsi_panel_bklt_dcs ID0_status= 0,ID1_status= 0 
0 0  logd logdr: UID=1000 GID=1007 PID=1953 n tail=0 logMask=80 pid=0 start=0ns timeout=0ns 
0 0  init Command 'mkdir /sys/kernel/debug/tracing/instances/wifi 711' action=sys.boot_completed=1 && sys.wifitracing.started=0 (/system/etc/init/wifi-events.rc:22) took 82ms and succeeded 
0 0  selinux SELinux: Skipping restorecon_recursive(/data/system_ce/0) 
0 0   mike_zhu .mdss_dsi_panel_bklt_dcs ID0_status= 0,ID1_status= 0 
0 0  init Async property child exited with status 0 
0 0  selinux SELinux: Skipping restorecon_recursive(/data/misc_ce/0) 
0 0  init Async property child exited with status 0 
0 0  init processing action (ro.boot.bootreason=*) from (/system/etc/init/bootstat.rc:4) 
0 0  init Service 'exec 8 (/system/bin/bootstat --set_system_boot_reason --record_boot_complete --record_boot_reason --record_time_since_factory_reset -l)' (pid 1953) exited with status 0 
0 0  msm_pm_qos_update_request update request 100 
0 0  msm_pm_qos_update_request update request -1 
0 0  msm_csid_init CSID_VERSION = 0x30040002 
0 0   msm_csid_irq CSID0_IRQ_STATUS_ADDR = 0x800 
0 0  size 2 
0 0  MSM-CPP cpp_init_hardware 1133 CPP HW Version: 0x40030002 
0 0  MSM-CPP cpp_init_hardware 1151 stream_cnt:0 
0 0  size 4 
0 0  msm_cci_init 1442: hw_version = 0x10020004 
0 0  MSM-CPP cpp_release_hardware 1214 cpp hw release done 
0 0  msm_pm_qos_update_request update request 100 
0 0  msm_pm_qos_update_request update request -1 
0 0  msm_csid_init CSID_VERSION = 0x30040002 
0 0   msm_csid_irq CSID1_IRQ_STATUS_ADDR = 0x800 
0 0  size 3 
0 0  zram0 detected capacity change from 0 to 1073741824 
0 0  MSM-CPP cpp_init_hardware 1133 CPP HW Version: 0x40030002 
0 0  MSM-CPP cpp_init_hardware 1151 stream_cnt:0 
0 0  size 4 
0 0  msm_cci_init 1442: hw_version = 0x10020004 
0 0   Adding 1048572k swap on /dev/block/zram0.  Priority:32758 extents:1 across:1048572k SS 
0 0  MSM-CPP cpp_release_hardware 1214 cpp hw release done 
0 0  selinux avc:  denied  { set } for property=ctl.start$gamed pid=2109 uid=0 gid=0 scontext=u:r:qti_init_shell:s0 tcontext=u:object_r:ctl_start_prop:s0 tclass=property_service permissive=0 
0 0  init Unable to set property 'ctl.start' to 'gamed' from uid:0 gid:0 pid:2109: Invalid permissions to perform 'start' on 'gamed' 
0 0  init Service 'qcom-post-boot' (pid 1947) exited with status 0 
0 0  runin battery capacity is 68,want to resume. 
0 0  pmi632_charger smblib_get_prop_usb_online: POWER_PATH_STATUS = 0x95 
0 0  pmi632_charger smblib_get_prop_dc_online: POWER_PATH_STATUS = 0x95 
0 0  pmi632_charger smblib_get_prop_usb_online: POWER_PATH_STATUS = 0x95 
0 0  pmi632_charger smblib_get_prop_dc_online: POWER_PATH_STATUS = 0x95 
0 0  pmi632_charger smblib_get_prop_batt_health: BATTERY_CHARGER_STATUS_2 = 0x08 
0 0  pmi632_charger smblib_get_charge_param: input current limit status = 500000 (0x0a) 
0 0  pmi632_charger smblib_set_charge_param: fast charge current = 2000000 (0x28) 
0 0  pmi632_charger smblib_set_charge_param: float voltage = 4400000 (0x50) 
0 0  pmi632_charger smblib_get_prop_usb_online: POWER_PATH_STATUS = 0x95 
0 0  pmi632_charger smblib_get_prop_dc_online: POWER_PATH_STATUS = 0x95 
0 0  QG-K qg_status_change_work: charge_status=1 charge_done=0 
0 0  pmi632_charger smblib_get_charge_param: input current limit status = 500000 (0x0a) 
0 0  pmi632_charger smblib_get_charge_param: input current limit status = 500000 (0x0a) 
0 0   get prop 4 is not supported in usb-main 
0 0   Couldn't get prop 4 rc = -22 
0 0  pmi632_charger smblib_get_charge_param: float voltage = 4400000 (0x50) 
0 0  pmi632_charger smblib_get_charge_param: fast charge current = 2000000 (0x28) 
0 0  pmi632_charger smblib_get_charge_param: input current limit status = 500000 (0x0a) 
0 0  pmi632_charger smblib_get_charge_param: input current limit status = 500000 (0x0a) 
0 0  pmi632_charger smblib_set_charge_param: fast charge current = 2000000 (0x28) 
0 0  pmi632_charger smblib_set_charge_param: float voltage = 4400000 (0x50) 
0 0  pmi632_charger smblib_get_charge_param: input current limit status = 500000 (0x0a) 
0 0  pmi632_charger smblib_get_prop_batt_health: BATTERY_CHARGER_STATUS_2 = 0x08 
0 0  QG-K qg_charge_full_update: msoc=68 health=1 charge_full=0 charge_done=0 
0 0  pmi632_charger smblib_get_prop_usb_online: POWER_PATH_STATUS = 0x95 
0 0  pmi632_charger smblib_get_prop_dc_online: POWER_PATH_STATUS = 0x95 
0 0  pmi632_charger smblib_get_prop_batt_health: BATTERY_CHARGER_STATUS_2 = 0x08 
0 0  pmi632_charger smblib_get_prop_usb_online: POWER_PATH_STATUS = 0x95 
0 0  pmi632_charger smblib_get_charge_param: input current limit status = 500000 (0x0a) 
0 0  pmi632_charger smblib_get_prop_usb_online: POWER_PATH_STATUS = 0x95 
0 0  healthd battery l=68 v=3999 t=28.9 h=2 st=2 c=160 fc=4961000 cc=4 chg=u 
0 0  pmi632_charger smblib_get_prop_usb_online: POWER_PATH_STATUS = 0x95 
0 0  pmi632_charger smblib_get_prop_dc_online: POWER_PATH_STATUS = 0x95 
0 0  pmi632_charger smblib_get_prop_batt_health: BATTERY_CHARGER_STATUS_2 = 0x08 
0 0  pmi632_charger smblib_get_prop_usb_online: POWER_PATH_STATUS = 0x95 
0 0  pmi632_charger smblib_get_charge_param: input current limit status = 500000 (0x0a) 
0 0  pmi632_charger smblib_get_prop_usb_online: POWER_PATH_STATUS = 0x95 
0 0  healthd battery l=68 v=3999 t=28.9 h=2 st=2 c=160 fc=4961000 cc=4 chg=u 
0 0  pmi632_charger smblib_get_prop_usb_online: POWER_PATH_STATUS = 0x95 
0 0  pmi632_charger smblib_get_prop_dc_online: POWER_PATH_STATUS = 0x95 
0 0  pmi632_charger smblib_get_prop_batt_health: BATTERY_CHARGER_STATUS_2 = 0x08 
0 0  pmi632_charger smblib_get_prop_usb_online: POWER_PATH_STATUS = 0x95 
0 0  pmi632_charger smblib_get_charge_param: input current limit status = 500000 (0x0a) 
0 0  pmi632_charger smblib_get_prop_usb_online: POWER_PATH_STATUS = 0x95 
0 0  healthd battery l=68 v=3999 t=28.9 h=2 st=2 c=160 fc=4961000 cc=4 chg=u 
0 0  pmi632_charger smblib_get_prop_usb_online: POWER_PATH_STATUS = 0x95 
0 0  pmi632_charger smblib_get_prop_dc_online: POWER_PATH_STATUS = 0x95 
0 0  pmi632_charger smblib_get_prop_batt_health: BATTERY_CHARGER_STATUS_2 = 0x08 
0 0  pmi632_charger smblib_get_prop_usb_online: POWER_PATH_STATUS = 0x95 
0 0  pmi632_charger smblib_get_charge_param: input current limit status = 500000 (0x0a) 
0 0  pmi632_charger smblib_get_prop_usb_online: POWER_PATH_STATUS = 0x95 
0 0  healthd battery l=68 v=3999 t=28.9 h=2 st=2 c=160 fc=4961000 cc=4 chg=u 
0 0  pmi632_charger smblib_get_charge_param: input current limit status = 500000 (0x0a) 
0 0  mdss_dsi_fifo_status status=55551000 
2208 2208          type=1400 audit(0.0:490): avc: denied { search } for comm="enovo.ue.device" name="zram0" dev="sysfs" ino=31052 scontext=u:r:system_app:s0 tcontext=u:object_r:sysfs_zram:s0 tclass=dir permissive=0
2208 2208  enovo.ue.device type=1400 audit(0.0:490): avc: denied { search } for name="zram0" dev="sysfs" ino=31052 scontext=u:r:system_app:s0 tcontext=u:object_r:sysfs_zram:s0 tclass=dir permissive=0 
